word,category
पस्तौल,neither
शँका,neither
पियाजी,neither
सोच,nepali-only
वृन्दावन,nepali-only
रूह,neither
श्रेणी,nepali-only
ऊपर।,neither
लोग-बाग़,neither
वृंदावन,neither
अध्यात्मिक,neither
प्रोटीन,neither
आनलाइन,neither
नवरातों,neither
पलते,neither
हटान,neither
संक्षित,neither
पधारें,neither
कंट्रोलर,neither
धारायें,neither
८,numeral/punctuation
कबूल,neither
महावीर,nepali-only
भाभी,neither
दरवाजे,neither
धुँए,neither
हाइड्रोजन,nepali-only
टोटू,neither
करवाए,neither
रूग्ण,nepali-only
आदत,nepali-only
कशिश,neither
समीरलालजी,neither
बेकली,neither
चौबीस,nepali-only
स्टडीज,neither
पाचक,nepali-only
पूछो,neither
छम्मक्छल्लो,neither
चंदूलाल,neither
भिन्न-भिन्न,neither
झुकाने,neither
इतिहासविद्,nepali-only
अतः,nepali-only
मर्यादाओं,neither
मनोबल,nepali-only
विहीन,nepali-only
एफएमसीजी,neither
साबका,neither
ट्वीट,neither
नवंबर,neither
जायसवाल,neither
गतियों,neither
बलराम,nepali-only
अधिकतर,nepali-only
बताई।,neither
जगाने,neither
फीस,neither
उठवा,neither
बुलेटिन,nepali-only
आयडीन,neither
४०,numeral/punctuation
फहराया,neither
अपशकुन,nepali-only
टैक्सी,neither
टला,neither
जमींदार,neither
अस्थि,nepali-only
साउंड,neither
बंटा,neither
चमकाना,neither
उपकारी,nepali-only
बनवाया,neither
कंडोम,neither
ब्रह्मचारी,neither
सख्ती,neither
नाहटा,neither
तादात्म्य,neither
चोपड़ा,neither
एकांगी,neither
नटवर,nepali-only
सुभाष,nepali-only
धड़ल्ले,neither
गीला,neither
मिटेगी,neither
पालिका,neither
बेइज़्ज़त,neither
लेखनी,nepali-only
ऑफ,neither
पंखुड़ियां,neither
महाभारत,nepali-only
स्थिती,neither
संचालक,neither
नजर,nepali-only
कराएगी।,neither
निराली,neither
लगे,neither
गोल-गोल,neither
बैकग्राउण्ड,neither
कहानीकार,neither
वेलेंटाइन,neither
एक-डेढ़,neither
किरकिरी,nepali-only
ग्राह्य,nepali-only
बेच,neither
बॅाम्बे,neither
आवागमन,nepali-only
हल्दीराम,neither
उठते,neither
शब्दावली,nepali-only
फैला,neither
खाली,nepali-only
गंवई,neither
चन्द्रघन्टा,neither
खाधान्न,neither
साही,nepali-only
विरुद्ध,nepali-only
हॉकिन्स,neither
दण्ड,nepali-only
गोतिए,neither
बेज़ुबान,neither
इस्कन्द्रियः,neither
लड़ने,neither
मेढ़क,neither
शीघ्र,nepali-only
सजसंवर,neither
जाएँ।,neither
धार्मिकता,neither
लापरवाही,neither
आधीन,neither
अभ्यर्थियों,neither
सोचकर,neither
अपाइंटमैंट,neither
ठूंस,neither
स्वाद,nepali-only
भद्रे,neither
विडंबना,neither
सराहना,nepali-only
सम्यक्त्व,neither
संकर,neither
पत्नी,nepali-only
ऑपरेटिंग,neither
निभानी,neither
पेड़,neither
आढा,neither
छेड़े,neither
शर्मिष्ठा,neither
तुल्य,nepali-only
अतएव,nepali-only
कामनाएं।,neither
अपै्रल,neither
हरित,nepali-only
उदघाटन,neither
मेकर्स,neither
छोडऩे,neither
हांक,neither
कोन,neither
नज़र,neither
खेती-बाड़ी,neither
चलाती,neither
अदम्य,nepali-only
गाम्भीर्य,neither
प्रेमा,neither
नो,neither
सरपंच,neither
पॉलिसी,neither
३२,numeral/punctuation
यंत्र,neither
डरा,neither
नोरा,neither
उत्सव,nepali-only
वफ़ादार,neither
दशाॻ,neither
हिन्दुस्तानी,nepali-only
दमक,nepali-only
बेहतरीन,neither
क्रिया-कलाप,nepali-only
पूरिया,neither
मीडिया,neither
अस्पष्ट,nepali-only
मार्स,neither
मुड़े,neither
मान,nepali-only
खुशदीप,neither
जाँए,neither
रौशन,neither
खंजर,neither
रहनेवाले,neither
हार्दिक,nepali-only
मनाचाही,neither
नाचेगा,neither
पेरैंट,neither
वैकुण्ठ,nepali-only
उड़िया,neither
उपक्रम,nepali-only
में,neither
नौका,neither
जैक,neither
शहरों,neither
बीतते,neither
पहुँचें,neither
बुद्ध,nepali-only
प्रविष्टियां,neither
लौह,nepali-only
क्रेच,neither
जल्दी-जल्दी,neither
प्राचीन,nepali-only
उड़ेल,neither
मैथ्यू,neither
कत्ल,neither
देखना,neither
थरूर,neither
सिक्यूरिटी,neither
पेज,nepali-only
निजाम,neither
चेंज,neither
जैन,nepali-only
उद्विग्न,neither
नरहरपुर,neither
राशन,neither
लेन-देन,nepali-only
कत्लेआम,neither
विषम,nepali-only
ट्रैवलर,neither
अत्यन्त,nepali-only
समग्र,nepali-only
शर्त,neither
उठा।,neither
लश्कर,neither
अवंतिपुर,neither
नाता,nepali-only
बिताना,neither
हमसे।,neither
झनकू,neither
लड़की,neither
कण्ठे,nepali-only
जीडीपी,neither
आपदा,neither
जनकपुर,nepali-only
गोविंदम,neither
निलंबन,neither
रचनाकारों,neither
केक,nepali-only
अत्यधिक,nepali-only
लागत,nepali-only
वेश्यावृति,neither
अभिनेता,nepali-only
होनी,neither
बेताबी,neither
बढ़ाकर,neither
दांव,neither
तारिफ,nepali-only
सुविधानुसार,neither
बातें,neither
चीज़ें,neither
कामयाबी,neither
लक्षण,nepali-only
भलाई,neither
प्रोग्राम,nepali-only
धूपगढ़,neither
दाम,nepali-only
कलाकारों,neither
ङ्क्षसह,neither
चितौड़,neither
त्वचा,nepali-only
हृदेश,neither
सदी,nepali-only
निम्नलिखिल,neither
ली।,neither
दादासाहब,neither
ठेकेदार,nepali-only
कमबख्त,neither
तिवारी,nepali-only
राममनोहर,neither
स्वर्ग,nepali-only
गज़ल।,neither
अपनाना,neither
संभालता,neither
ऑफिसर,neither
चतुराई,neither
ग्लेशियर,neither
प्रतिद्वंदिता,neither
जुगनू,neither
बेहतरी,neither
चिक,neither
परोसना,neither
रास-मंडलियां,neither
फिक्ह,neither
प्रूफ़रीडर,neither
काउचबेस,neither
बहुत-से,neither
एन्क्रिप्टेड,neither
कीजियेगा,neither
हों,neither
फैक्स,neither
जीबन,neither
परित्याग,nepali-only
स्वातगान,neither
कपडे,neither
सामान्यत,neither
ग्यारह-साढे,neither
पृथ्वी,nepali-only
वीरप्पन,neither
कब,neither
एजेंडा,neither
एतद्द्वारा,neither
वारदातों,neither
झाड़ी,neither
दलों,neither
गड़करी,neither
ओले,neither
उड़ाने,neither
करियेगा,neither
दिखाएंगी,neither
मांगा,neither
देगी।,neither
चव्हाण,neither
माला,nepali-only
डूबी,neither
ग्रह,nepali-only
ज़िंदगी,neither
लपकता,neither
चीर-फाड़,neither
१८५७,numeral/punctuation
एशिया,neither
इसमें,neither
कमायी,neither
रहती,neither
शुदनी,neither
निकृष्ट,nepali-only
पाना,nepali-only
राह,nepali-only
नौबत,nepali-only
संवाददाता,nepali-only
ऐक्ट्रेस,neither
टेढ़ा,neither
उज्ज्वला,neither
डिब्बों,neither
फ़ुल्लम,neither
आंदेलन,neither
रहोगे,neither
ब्लैक,neither
सिंचाई,neither
सूची,nepali-only
जहमत,neither
सुनीता,neither
शोध-पद्धति,neither
लगायी।,neither
चुराई,neither
गानें,neither
क्युकी,neither
राधे,neither
मृतक,neither
सरकारों,neither
भूली,neither
राजर्षि,nepali-only
मंजूरी,neither
सहने,neither
आवभगत,neither
अलीशा,neither
अशोकजी,neither
लाद,neither
हत्या,nepali-only
परख,nepali-only
अमले,neither
विस्लिंग,neither
रूलदा,neither
दुखों,neither
बबल्स,neither
गलियारा,neither
पुस्तिका,nepali-only
आराम,nepali-only
चावेज,neither
घोषणा,nepali-only
कांस्टेबल,neither
फूलती,neither
अन्धे,neither
डेंटल,neither
इसीलिये,neither
प्रेमसिंह,neither
कावेरी,neither
महीनों,neither
विजेट,neither
हैंडलिंग,neither
ट्रेवल,neither
चयनित,neither
देखिये,neither
तृप्ति,nepali-only
पेशावर,neither
मानना,neither
कफ़न-दफन,neither
लायसेन्स,neither
भरते,neither
खोली,nepali-only
लार्ड,neither
बढिये,neither
यारसीनियनों,neither
अर्थव्यवस्था,nepali-only
बताइये,neither
निर्भरता,neither
दें,neither
संभाले,neither
जग,nepali-only
मत,nepali-only
राषट्रपति,neither
तोड़ना,neither
बिजी,neither
मध्यदिन,neither
ग़मों,neither
पसन्द,neither
मठ,nepali-only
वफादारी,neither
देखके,neither
सिल्क,neither
लगाव,nepali-only
यूँ,neither
गायों,neither
खुम्ब,neither
सुगंधित,neither
वोटरों,neither
राहुकाल,neither
पर्वत,nepali-only
समाते,neither
कार्यकलाप,neither
व्यापारियों,neither
फाल्के,neither
हँसी,neither
ग्राहक,nepali-only
ओजोन,neither
मध्ुकर,neither
स्नैपड्रैगन,neither
कन्फ्यूज,neither
बदल-बदल,neither
मधुकर,nepali-only
सपने,neither
अनुयाई,neither
नारद,nepali-only
बनायें,neither
बुखारी,neither
मत्स्य,neither
महासभा,nepali-only
अवश्य,nepali-only
इस्लामाबाद,neither
रहा।,neither
नोबल,neither
खूब,nepali-only
उमराव,neither
बांधती,neither
ख़ुद,neither
ईंट-पत्थर,neither
अन्नू,neither
बडे़,neither
मच,neither
तेज,nepali-only
सी-रीएक्टिव,neither
दोरसे,neither
फँसा,neither
भंसाली,neither
अपेक्षाकृत,nepali-only
मिलेंगे।,neither
मुहावरे,neither
दुसरी,neither
टकराते,neither
सुप्रीम,neither
यहाँ,nepali-only
खड्डे,neither
डीएवी,neither
डालता,neither
श्रीगंगानगर।,neither
टिड्डे,neither
मालिशिये,neither
इश्यू,neither
टालस्टाय,neither
रिटायर्ड,neither
बैलगाड़ी,neither
पकङकर,neither
आपको,neither
जायेंगे,neither
एकवारी,neither
मार्तंड,neither
नचिकेता,neither
तेजी,nepali-only
कच्ची,nepali-only
नमस्कार,nepali-only
नई,neither
मोबाइल,nepali-only
कायदा,nepali-only
मथक,neither
फ़ाल,neither
लिखूँ।,neither
लागू,nepali-only
पंजीकरण,neither
रिहाई,neither
हालात,neither
आंशिक,nepali-only
ज़रुरत,neither
आएंगे,neither
ज्यूडीशियल,neither
टुन्नू,neither
प्रमोट,neither
दो-तीन,neither
राजपुरा,neither
मृदुल,nepali-only
कोर्राम,neither
ठीका,neither
आह्लादित,nepali-only
औरत,neither
जाते।,neither
आधुनिकीकरण,neither
मुक्ता,neither
परियोजनाओं,neither
आर्सेनिक,neither
महत्वकांक्षा,neither
स्वप्न,nepali-only
हिचकोले,neither
झुक,neither
इन्वर्टेड,neither
श्रवण,nepali-only
बाल-बाल,neither
दोहराते,neither
तलचर,neither
अनुपम,nepali-only
एनर्जी,neither
ज्यादती,nepali-only
टोयोटा,neither
रोक,nepali-only
शैक्षिक,nepali-only
श्वांस,neither
पूर्वोत्तर,nepali-only
सरताज,neither
आबादी,nepali-only
बनवा,neither
धुन,nepali-only
आदर्श,nepali-only
कनैक्टिविटी,neither
वस्तुतः,nepali-only
बताता।,neither
प्रमुखता,neither
बम-विस्फोट,neither
रेफर,neither
इग्राह,neither
कार्यक्रम,nepali-only
ठहरी,neither
फ़ाक्स-प्रो,neither
मानवीयता,neither
शीत,nepali-only
बताईँ,neither
केदार,nepali-only
नम्बरदारी।,neither
बाप-बेटे,neither
मिलावट,nepali-only
तबादले,neither
सर्प,nepali-only
बैटरी,neither
धागो,nepali-only
मचाया,neither
मनीषियों,neither
मन्नाडे,neither
आ।,neither
महेन्द्र,nepali-only
चढा,neither
महफिल,neither
थीं,neither
मारते,neither
ध्वज,nepali-only
उल्लास,nepali-only
दीखता,neither
चमकती,neither
टॉपर,neither
नीतू,neither
किकबॉक्सिंग,neither
सूबा,neither
विद्यमान,nepali-only
कलाओ,neither
गड़ी,neither
उदारवादी,nepali-only
कार-प्रेमियों,neither
युक्त,nepali-only
मातृत्व,nepali-only
दवा,neither
म्यू,neither
लड़के-लड़कियां,neither
अर्ध,nepali-only
आर्किटेक्ट,neither
आपस,nepali-only
लटकाएं।,neither
रटने,neither
संवेदक,neither
कान,nepali-only
उतारे,neither
यंत्रणापूर्ण,neither
बृहस्पति,neither
तारांकित,neither
पराड़कर,neither
समर्पित,nepali-only
इंतेज़ार,neither
कूड़ा,neither
टिप्पणियाँ,neither
एआईआर,neither
कारको,neither
मेधा,nepali-only
दीवाली,neither
सीक्वल,neither
चुनाव,nepali-only
सोचेगा,neither
होण्डा,neither
दाउद,nepali-only
सतीश,neither
अर्ध्य,neither
बृहदकाय,neither
गर्दन।,nepali-only
दोहन,nepali-only
औषध,neither
गयीं।,neither
कोका,neither
बेखबर,nepali-only
प्रेमिका,neither
सम्प्रेषण,nepali-only
रुग्ण,neither
टेंशन,neither
भोपाल।,neither
कलाधिपति,neither
जनहित,nepali-only
जुनून,neither
पठान,nepali-only
लाला,neither
कोई-कोई,neither
बिंदू,neither
गरज,neither
ठप्पा,neither
चिल्लाओ,neither
रविकर,neither
औऱ,neither
रियायती,neither
क्षणिक,neither
मलखान,neither
व्यक्गित,neither
औगुन,neither
युवकों,neither
विवरण,nepali-only
नहिं,neither
आएंगे।,neither
पूर्वार्द्ध,neither
जुंग,neither
प्रारूपण,neither
फुड़वा,neither
कहानी।,nepali-only
अतुल्य,nepali-only
चर्चाएं,neither
मंगवाने,neither
बनाइए।,neither
सभ्यता,neither
खुशनुमा,neither
यश-लोलुपता,neither
फूटे,neither
सैल्यूलर,neither
बढ़ता,neither
विवाहित,nepali-only
मैन,nepali-only
पहुंचे।,neither
हेमंत,neither
दंडित,neither
रहेगे।,neither
भय,nepali-only
सिनेगीतों,neither
काँपने,neither
जलाओ।,neither
टांग,neither
बालकनी,neither
सामान्य,nepali-only
अनिकेत,neither
हफ्तों,neither
सिखा,neither
जीजू,neither
नुस्खों,neither
थाप,neither
यात्रायें,neither
पट्ठों,neither
जैसी,nepali-only
सीरियायी,neither
वेदियां,neither
फटाक,neither
पाओगे,neither
किनारी,neither
कानपुर,neither
अमर्त्य,nepali-only
क्हान,neither
विरूद्ध,neither
कड़क,neither
गुंजायमान,neither
बोले,neither
गंगा,neither
बरत,neither
सहज,nepali-only
पम्मी,neither
सोमवल्ली,neither
पुरजोर,neither
श्रमदान,nepali-only
स्त्रोतों,neither
बढ़ते,neither
एनओसी,neither
बोंसाई,neither
घनघोर,nepali-only
दासत्व,nepali-only
कमजोरी,nepali-only
ग्रामसभा,neither
उकसा,neither
इसपर,neither
पूर्ति,nepali-only
शहडोल,neither
पढ़ाई,neither
रोका।,neither
खोला,nepali-only
भांजते,neither
घेर,nepali-only
उठाते,neither
फाके,neither
नैसर्गिक,nepali-only
दिखने,neither
स्वम,neither
ओढ़ें,neither
शत्र्त,neither
रुष्ट,nepali-only
भीड,nepali-only
कॉलें,neither
पोतों,neither
टिका,neither
पोर्टेबिलिटी,neither
बढाना,neither
बाब,neither
लीड,neither
स्वतत्रता,neither
एसोसियेशन,neither
लिपिबद्ध,nepali-only
मूल्यवान,neither
पावरप्ले,neither
आयेंगे,neither
सहारे,neither
ग्रीक,nepali-only
मेरे,neither
गोरी,neither
महत्व,nepali-only
ढिबरी,neither
भिखारी,nepali-only
इठलाती,neither
पिल्लई,neither
श्रीलाल,neither
अस्त,nepali-only
औए,neither
मुक्तिदाता,neither
विजय,nepali-only
शोभन,neither
बोलते-बोलते,neither
रीढ़,neither
लाखों,neither
टुटूकंडी,neither
सर्वाधिकार,neither
बालूसाहीके,neither
जिंहोने,neither
आईपीएल,neither
स्थापना,nepali-only
धर्मवीर,neither
उम्मींद,neither
रिलेशनशिप,neither
सहायता,neither
बेल्ट,nepali-only
जय-जयकार,nepali-only
ब्लाग-पोस्ट,neither
चारू,nepali-only
कहानियों,neither
करवाया।,neither
शेखर,nepali-only
क्यूबा,neither
सोजने,neither
सहमत,nepali-only
नाक,nepali-only
दुर्लभ,nepali-only
अपहरण,nepali-only
लेय,neither
पढ़ाते,neither
कुदरत,neither
चौकन्ना,neither
त्रिधारा,neither
वृद्ध,nepali-only
फ़िर,neither
वारन्टो,neither
ज्यों-ज्यों,neither
प्राँत,neither
गरुड़,neither
डोम,nepali-only
बोएगे,neither
आदि,nepali-only
एहसास,neither
अन्ना,neither
पोशाकों,neither
कर्मठ,nepali-only
फ़्लैश,neither
गुना,neither
छिंज,neither
ज्योतिर्लिंगों,neither
पढो,neither
बज,neither
प्रवृति,neither
तरकीब,neither
धनोरा,neither
मेस,neither
सामाजीकरण,neither
लियोन,neither
तरीके़,neither
खिले।,neither
हमें,neither
सिल,nepali-only
तन्हा,neither
पढ़ेगा।,neither
सैकेंडरी,neither
पूछना।,neither
अनुदान,nepali-only
मकोड़ा,neither
सांठगांठ,neither
गयीं,neither
शहर,nepali-only
तंग्जेर,neither
गवाह,neither
गुफ्तगू,neither
जलालपुरा,neither
केजरीवाल,neither
दीवानापन,neither
एग्जाम,neither
महत्वाकाक्षाओं,neither
गांठि,neither
देवासो,neither
मदनवर्मन,neither
चीन,nepali-only
बनाएगें,neither
खिलवाड़,neither
आह,nepali-only
प्रासंगिकता,neither
एडिटिंग,neither
गांधी,neither
आबू,neither
ब्रह्माण्ड,nepali-only
पिल,neither
प्रत्यक्षदर्शी,neither
पुन,nepali-only
छत्रपति,neither
शाति,neither
विक्षिप्तता,nepali-only
तापमान,nepali-only
अनंत,neither
जसवन्त,neither
कैलाशगिरि,neither
दूँ,neither
रुग्णता,neither
मुस्लिम,nepali-only
आतीं,neither
भक्षक,nepali-only
साँस,neither
चाइना,neither
संदेहमुक्त,neither
राजगढ,nepali-only
संक्रमित,neither
बाक़ी,neither
सुविधाओं,neither
दबंगों,neither
उत्प्रेक्षा,nepali-only
कच्चा,nepali-only
कपड़े-लत्तों,neither
लगा।,neither
यौन,nepali-only
मोटरसाइकिल,neither
भावनाओं,neither
दिये,neither
त्रणमूल,neither
सँभाल,nepali-only
काढै,neither
सूर्यवंशी,neither
कोशिशों,neither
दुश्मन,neither
छोड़ा,neither
लॉड,neither
विजयनगर,nepali-only
वरन्,nepali-only
चरवाहे,neither
निचोड़,neither
ठानी।,nepali-only
संकोच,neither
भेष,nepali-only
महेश,nepali-only
डब्बा,nepali-only
निकालेगा,neither
कांच,neither
प्राचीनं,neither
फैंस,neither
बिट,nepali-only
सलाहों,neither
अलेक्जेंडर,neither
एलआईसी,neither
झेलना,neither
चुराने,neither
आश्रित,nepali-only
मूर्खतापूर्ण,neither
छालों,neither
आलस,nepali-only
टाइपिंग,neither
लूटा।,neither
हमले,neither
कुर्यात्,neither
सुमित,neither
कल्किआन,neither
राज्य,nepali-only
लगी,neither
गतिविधियों,neither
लेख,nepali-only
आविष्कार,nepali-only
सहनशील,neither
कैरल,neither
पेंटिंग,neither
मुठ्ठी,nepali-only
छुईपाली,neither
आत्महनन,neither
सक्रिय,nepali-only
मसला,nepali-only
कालोनाइजर,neither
सेमी-फॉर्मल,neither
झुका,neither
बनती,neither
योरोपियन,neither
चूरे,neither
चड्डा,neither
साम्राज्ञी,neither
बेहूदी,neither
पात,nepali-only
पीने,neither
दमकते,neither
जीवों,neither
बैद्य,neither
क्ली,neither
विधा,nepali-only
पकाती,neither
बुआ,neither
जानवरों,neither
साक्षर,nepali-only
आंका,neither
ढेर,neither
लगाई,neither
भाग्यसाली,neither
यूरोप,nepali-only
दौरा,nepali-only
भोकने,neither
डायलॉग,neither
प्रासंगिक,neither
आविर्भाव,nepali-only
सुधर,neither
झुकना,neither
प्रह्लाद,neither
एचडीआर,neither
बुल्गारिया,neither
नामुमकिन-सा,neither
शादी,neither
श्रोता,nepali-only
अगर,neither
मिल्की,neither
विंबलडन,neither
शेड्स,neither
दौड़ने,neither
कालेज,neither
बर्फ़,neither
पूअर्स,neither
विहिप,neither
बुर्ज,neither
कसी,neither
बरामदे,neither
उदाहरण,nepali-only
धॄतराष्ट्र,neither
उद्धेश्य,neither
प्रिंट,neither
एंगल,neither
सुसज्जित,nepali-only
राष्ट्रीय-सामाजिक,neither
दुनियादारी,neither
मिनिस्टर,neither
गुज़ारे,neither
हैवान,neither
एसआईपीआरआई,neither
सोतला,neither
खेलों,neither
कड़वी,neither
कमपोजिटर,neither
एकांकी,neither
अधिकृत,nepali-only
सकता,neither
९,numeral/punctuation
रामविलास,nepali-only
उच्छ्रंखल,neither
अलर्ट,neither
दंगाईयो,neither
घुट,neither
इन्साफ,nepali-only
सहभागिता,nepali-only
का,nepali-only
मंत्रीअमरमणी,neither
गॉस,neither
चुकाया,neither
जमेगा।,neither
विधियों,neither
दृषिट,neither
कतारों,neither
रटिंग,neither
वही,neither
पार्ट्स,neither
चंडीगढ़,neither
तात्या,neither
लड़ती,neither
किसका,neither
खरीददारों,neither
दिखे,neither
वर्षों,neither
सिनेमाघरों,neither
करूं।,neither
होमगार्ड,neither
बंधक,neither
दलाल,nepali-only
माहेश्वर,nepali-only
हरीश,neither
पसुवा,neither
चित्र,nepali-only
आत्मा,nepali-only
उल्लेखनीय,neither
अनाथ,nepali-only
हिंडाल्को,neither
खोलो,nepali-only
जूलियन,neither
संबोधि,neither
वर्कर,neither
बिसेसर,neither
अखंड-पाठ,neither
सही।,neither
स्वार्थ,neither
ह्यजफ्फिया-पप्पियांह्ण,neither
सियासी,neither
वाइपर,neither
जूझता,neither
हीरे,neither
मानवाधिकार,nepali-only
गौरवमयी,neither
दवाईयां,neither
बेसब्री,neither
जाड़ों,neither
उगल,neither
झंडाबरदार,neither
अनुप्रयोग,nepali-only
प्रहसन,nepali-only
बहस,nepali-only
एंगेज,neither
सुनामी,nepali-only
हलं,neither
सीडीओ,nepali-only
मूर्च्छा,nepali-only
भावनाहीन,neither
ऋषि,nepali-only
किस्से,neither
करेंइसे,neither
मारवा,neither
हें।,neither
प्राकृतिक,neither
बिस्तरों,neither
अंध,neither
वडनेरकर,neither
कैग,neither
निर्णय,nepali-only
करे।,neither
श्री,nepali-only
पाठशाला,nepali-only
भ,neither
पीके,neither
मांस,neither
लुटती,neither
किसलिए,neither
ट्रैक,neither
दिला,neither
मिष्ठी,neither
स्वीकृत,nepali-only
चाहूँगा,neither
मानव,nepali-only
बवेजा,neither
ब्लागर,neither
पाए,neither
दुःख,nepali-only
उतावला,neither
अचर,nepali-only
उड़ने,neither
नग,neither
गजल,nepali-only
अन्यत्र,nepali-only
फ़ोन,neither
सिम,nepali-only
टाइमीय,neither
निर्गुन,neither
उधारकर्ता,neither
फेंकती,neither
लोकमंगल,neither
चूभ,neither
उड़ाऊ,neither
ब्रांडेड,neither
पुनर्जन्म,neither
अमृतसर,neither
रग्बी,neither
समाजिक,neither
भूजल,neither
दहशत,neither
समा,nepali-only
बातको,neither
ड्रैगन,neither
इच्छा-आकांक्षाओं,neither
जुटे,neither
बोला-मैँने,neither
प्राप्तर,neither
ध्यान,nepali-only
गोभी,neither
प्रार्थना,nepali-only
बेदख्ली,neither
लाना,neither
यहूदियों,neither
फॉर्म्युला,neither
बेटमा,neither
किले,neither
इन्द्रधनुषी,neither
सुथरा,neither
नीले,neither
सूफ़ी,neither
सालाना,nepali-only
मापदंड,neither
गुजारने,neither
अधीक्षक,nepali-only
पकड़े,neither
आगे-पीछे,neither
बाड़,neither
गोविंदा,neither
अँधेरा,neither
आपसे,neither
टकराई।,neither
केमिकल,nepali-only
बुद्धि,nepali-only
नालंदा,neither
टाऊ,neither
निर्धानों,neither
पत्न्यै,neither
एंड्राइड,neither
उत्तरार्द्ध,nepali-only
भैरू,neither
निर्ञाण,neither
बल्कि,nepali-only
धड़कन,neither
अंदाज,neither
अंट-शंट,neither
पे्रक्टिस,neither
देखूँगी,neither
अवसरों,neither
गैर-हिन्दू,neither
बलिया,neither
पोसने,neither
ज़फर,neither
उग्रवादीयों,neither
रोजी,nepali-only
शुक्र,nepali-only
सुर्खियाँ,neither
ङ्क्षचता,neither
जाने,neither
फासला,neither
आहार,nepali-only
अफ़सोस,neither
विचारोत्तेजक,neither
पैरी,neither
जोगिरा,neither
सीसोलाभाजपा,neither
जंतर-मंतर,neither
निपट,neither
विद्यानिवास,neither
रीति-रिवाज़,neither
बड़का,neither
निस्वार्थ,neither
पट्टा,nepali-only
एकमतेन,neither
मंदेर,neither
ज़माने,neither
नौजवानी,neither
कानून,neither
लड़के,neither
अंशु,nepali-only
पीपल,nepali-only
सम्वेदना,neither
खलवे,neither
निर्धारित,nepali-only
स्थिति,nepali-only
रोजगार,nepali-only
दरवाजो,neither
कूदकर,neither
मर्त्य,neither
ख़त्म,neither
साप्ताहिक,nepali-only
रसगन्ध्र्व,neither
भेजें।,neither
दिखलाना,neither
रेणु,nepali-only
२,numeral/punctuation
प्रवृत्ति,nepali-only
संझ,neither
ख़ैराबादी,neither
वेफ,neither
कुरैशी,neither
डिजाईन,neither
तोहमतें,neither
तोडना,neither
गाह्य,neither
शिल्पीजी,neither
चौरसिया,neither
ख़ैर,neither
आंचलिक,neither
सहयोग,nepali-only
हौली,neither
वध,nepali-only
आफ,neither
बर्बाद,neither
बच्चें,neither
तात्परता,neither
खुले,neither
करुणासम्पन्न,neither
तादेरे,neither
रेतीले,neither
शौकत,neither
नजऱ,neither
प्लेट,nepali-only
मेहतरानी,neither
भाजपा-कांग्रेस,neither
नौकरों,neither
भूलती,neither
ओवर,neither
रघुराज,neither
आँखे,nepali-only
धाँसू,neither
दनिश,neither
नकद,neither
शरीफ़,neither
मार्गो,neither
चीफ,nepali-only
पांव,neither
कृपण,nepali-only
पर्सेंट,neither
विघ्नहर्ता,neither
मध्यवर्ग,neither
बनारस,nepali-only
पहुंचाए,neither
मेलनउली,neither
वाल्मीकि,nepali-only
रुकिये,neither
वैल्यू,neither
अन्ततः,nepali-only
कराये,neither
साइटों,neither
इंजीनियर्स,neither
कांफेरेंस,neither
बढ़ा।,neither
चूर्ण।,nepali-only
रूपरेखा,nepali-only
बैरिस्टर,neither
मिलनी,neither
सूर्यास्त,nepali-only
अर्द्ववृत्त,neither
करिए,neither
लगीं।,neither
बसें,neither
खेती,nepali-only
जाहिद,neither
जीवन-यात्रा,nepali-only
लड़के,neither
दिखाओ,neither
अवर्णनीय,neither
अलगाना,neither
नाग,nepali-only
रिस्पेक्ट,neither
अंकन,neither
बेगूसराय,neither
जाग,neither
बाणसेन,neither
विदर्भ,neither
पत्थर,nepali-only
डिजायर,neither
मुख्य्,neither
मसूद,neither
एसडीजीएम्,neither
जोर-शोर,neither
पॼकारनुमा,neither
पण्डों,neither
टॉलीगंज,neither
आठ-दस,neither
ख़ाँ,neither
प्रणव,neither
पांडित्य,neither
प्रगाढ़ता,neither
उत्तपम,neither
गांवभर,neither
गजनवी,neither
शैतानियों,neither
द्विवेदी,neither
जोड़ी,neither
व्यास,nepali-only
स्वर्गीय,neither
पीछेपीछे,neither
कायम,nepali-only
कोटवार,neither
प्रकोप,nepali-only
मुहैया,neither
निरर्थक,nepali-only
घुड़सवारी,neither
रीमखोली,neither
भुज,nepali-only
सुखेण,neither
जार्गनग्रस्त,neither
ओरियण्टल,neither
लीडर।,neither
लिखे,neither
स्प्रे,neither
परचों,neither
जोड़ी,neither
हंगामे,neither
नूरपुर,neither
कश्मीर,neither
बजी।,neither
पकड़,neither
करें,neither
सहित,neither
इक्ष्वाकु,neither
अंडरस्टेटेड,neither
रहो,neither
सन्यास,nepali-only
हिन्दू-मुस्लिमों,neither
जेटी,neither
कहेगा,neither
हजम,nepali-only
वापिस,neither
हु,neither
निन्दित,nepali-only
आसन,nepali-only
न्याय,nepali-only
आक्रोशपूर्ण,neither
अटे,neither
रूकी,neither
रिटायरिंग,neither
अक्तूबर,neither
मध्यरात्रि,neither
सौ-डेढ़,neither
बसीं।,neither
व्यतित,neither
जॉय,neither
प्रशस्त,nepali-only
निष्कर्षतः,neither
गंध,neither
समाजसेवी,neither
खिलाती,neither
दाएँ,neither
पड़ा।,neither
यथार्थतः,neither
चिढ़ाया,neither
इसी,neither
क्लिक,neither
